player,player_id,position,team_name,grades_defense,grades_run_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Dont'a Hightower,7030,LB,NE,71.3,67.1,295,13.0,2019,594,Dont'a Hightower,2019,29,4,"$35,500,000",8875000
Jaylon Smith,10668,LB,DAL,70.2,81.3,359,14.0,2019,336,Jaylon Smith,2019,24,6,"$68,421,000",11403500
Benardrick McKinney,9476,LB,HST,65.8,64.9,352,19.0,2019,425,Benardrick McKinney,2019,26,5,"$50,000,000",10000000
Shaq Thompson,9458,LB,CAR,65.8,66.7,360,19.0,2019,393,Shaq Thompson,2019,25,4,"$54,433,000",13608250
Todd Davis,9007,LB,DEN,65.1,69.8,340,22.0,2019,530,Todd Davis,2019,28,3,"$15,000,000",5000000
Nigel Bradham,7105,LB,PHI,64.6,48.3,241,23.0,2019,506,Nigel Bradham,2019,29,5,"$40,000,000",8000000
Danny Trevathan,7177,LB,CHI,61.9,70.9,209,28.0,2019,730,Danny Trevathan,2019,28,4,"$28,000,000",7000000
Sean Lee,5580,LB,DAL,61.5,55.5,284,31.0,2019,391,Sean Lee,2019,32,1,"$3,500,000",3500000
Jordan Hicks,9517,LB,ARZ,61.0,69.1,423,32.0,2019,343,Jordan Hicks,2019,27,4,"$34,000,000",8500000
K.J. Wright,6251,LB,SEA,59.9,65.8,421,34.0,2019,350,K.J. Wright,2019,29,2,"$14,000,000",7000000
Mark Barron,7013,LB,PIT,57.5,60.1,277,39.0,2019,362,Mark Barron,2019,29,2,"$12,000,000",6000000
Anthony Barr,8644,LB,MIN,56.3,61.8,393,40.0,2019,279,Anthony Barr,2019,26,5,"$67,500,000",13500000
Jon Bostic,7831,LB,WAS,55.9,48.4,438,42.0,2019,341,Jon Bostic,2019,28,1,"$895,000",895000
Alec Ogletree,7811,LB,NYG,55.6,50.0,349,43.0,2019,546,Alec Ogletree,2019,28,4,"$42,750,000",10687500
James Burgess,11202,LB,NYJ,54.9,58.8,235,44.0,2019,332,James Burgess,2019,24,1,"$645,000",645000
Tahir Whitehead,7135,LB,LV,53.2,72.7,387,46.0,2019,525,Tahir Whitehead,2019,28,3,"$19,000,000",6333333
Damien Wilson,9560,LB,KC,50.4,52.9,388,50.0,2019,309,Damien Wilson,2019,25,2,"$5,750,000",2875000
Patrick Onwuasor,11100,LB,BLT,48.3,46.3,200,52.0,2019,375,Patrick Onwuasor,2019,26,1,"$3,095,000",3095000
Joe Walker,10885,LB,ARZ,46.2,52.0,249,55.0,2019,466,Joe Walker,2019,26,2,"$1,200,000",600000
Preston Brown,8708,LB,JAX,45.9,42.5,242,57.0,2019,379,Preston Brown,2019,26,3,"$16,500,000",5500000
A.J. Klein,7930,LB,NO,45.7,47.5,308,59.0,2019,540,A.J. Klein,2019,27,4,"$24,000,000",6000000
Christian Jones,9020,LB,DET,45.5,46.5,257,60.0,2019,301,Christian Jones,2019,28,2,"$5,740,000",2870000
Anthony Hitchens,8754,LB,KC,44.4,34.1,365,61.0,2019,418,Anthony Hitchens,2019,26,5,"$45,000,000",9000000
Neville Hewitt,9836,LB,NYJ,40.4,44.5,278,63.0,2019,372,Neville Hewitt,2019,25,1,"$1,500,000",1500000
Troy Reeder,38268,LB,LA,28.6,34.9,170,64.0,2019,402,Troy Reeder,2019,24,3,"$1,755,000",585000
Bobby Wagner,7050,LB,SEA,91.7,91.2,366,1.0,2018,855,Bobby Wagner,2018,28,4,"$43,000,000",10750000
Luke Kuechly,7015,LB,CAR,90.5,91.8,337,2.0,2018,948,Luke Kuechly,2018,27,5,"$61,801,565",12360313
Zach Brown,7055,LB,WAS,88.2,82.1,295,3.0,2018,538,Zach Brown,2018,28,3,"$24,000,000",8000000
Benardrick McKinney,9476,LB,HST,80.5,87.6,377,8.0,2018,425,Benardrick McKinney,2018,25,5,"$50,000,000",10000000
Lavonte David,7060,LB,TB,76.1,70.0,366,11.0,2018,946,Lavonte David,2018,28,5,"$50,250,000",10050000
Demario Davis,7079,LB,NO,75.1,83.9,327,13.0,2018,443,Demario Davis,2018,29,3,"$24,000,000",8000000
Josh Bynes,6503,LB,ARZ,74.8,79.2,329,14.0,2018,472,Josh Bynes,2018,28,3,"$5,575,000",1858333
Danny Trevathan,7177,LB,CHI,73.7,72.7,329,16.0,2018,730,Danny Trevathan,2018,27,4,"$28,000,000",7000000
Avery Williamson,8786,LB,NYJ,72.8,82.8,427,19.0,2018,422,Avery Williamson,2018,26,3,"$22,500,000",7500000
Wesley Woodyard,4583,LB,TEN,72.2,69.4,258,21.0,2018,703,Wesley Woodyard,2018,31,3,"$10,500,000",3500000
Todd Davis,9007,LB,DEN,70.6,70.6,362,23.0,2018,530,Todd Davis,2018,27,3,"$15,000,000",5000000
Kyle Van Noy,8675,LB,NE,70.4,66.0,347,24.0,2018,651,Kyle Van Noy,2018,27,2,"$11,757,095",5878548
A.J. Klein,7930,LB,NO,69.9,64.9,286,26.0,2018,540,A.J. Klein,2018,26,4,"$24,000,000",6000000
Patrick Onwuasor,11100,LB,BLT,65.9,51.4,201,32.0,2018,510,Patrick Onwuasor,2018,25,1,"$630,000",630000
Vince Williams,7988,LB,PIT,65.0,61.9,276,34.0,2018,535,Vince Williams,2018,28,3,"$18,600,000",6200000
Christian Jones,9020,LB,DET,64.8,68.9,309,35.0,2018,438,Christian Jones,2018,27,2,"$6,350,000",3175000
Eric Kendricks,9478,LB,MIN,64.5,65.6,355,36.0,2018,451,Eric Kendricks,2018,26,5,"$50,000,000",10000000
Nigel Bradham,7105,LB,PHI,63.4,70.6,329,39.0,2018,506,Nigel Bradham,2018,28,5,"$40,000,000",8000000
Dont'a Hightower,7030,LB,NE,63.3,60.8,326,40.0,2018,594,Dont'a Hightower,2018,28,4,"$35,500,000",8875000
Jon Bostic,7831,LB,PIT,59.5,62.8,258,47.0,2018,468,Jon Bostic,2018,26,2,"$4,000,000",2000000
Mason Foster,6236,LB,WAS,57.3,58.3,388,50.0,2018,493,Mason Foster,2018,28,2,"$3,400,000",1700000
Tahir Whitehead,7135,LB,LV,54.8,59.6,476,54.0,2018,525,Tahir Whitehead,2018,27,3,"$19,000,000",6333333
Mark Barron,7013,LB,LA,51.6,50.3,340,57.0,2018,786,Mark Barron,2018,28,5,"$45,000,000",9000000
Alec Ogletree,7811,LB,NYG,49.3,44.1,357,60.0,2018,546,Alec Ogletree,2018,27,4,"$42,750,000",10687500
Kiko Alonso,7827,LB,MIA,47.7,64.9,428,61.0,2018,648,Kiko Alonso,2018,27,4,"$28,910,000",7227500
Adarius Taylor,9074,LB,TB,41.1,38.9,313,62.0,2018,415,Adarius Taylor,2018,27,1,"$1,040,000",1040000
Anthony Hitchens,8754,LB,KC,37.5,29.2,423,63.0,2018,418,Anthony Hitchens,2018,25,5,"$45,000,000",9000000
Austin Calitro,50640,LB,SEA,29.3,50.8,136,64.0,2018,421,Austin Calitro,2018,24,1,"$480,000",480000
Bobby Wagner,7050,LB,SEA,91.4,90.2,389,1.0,2017,855,Bobby Wagner,2017,27,4,"$43,000,000",10750000
Luke Kuechly,7015,LB,CAR,90.6,90.1,312,2.0,2017,948,Luke Kuechly,2017,26,5,"$61,801,565",12360313
Lavonte David,7060,LB,TB,90.5,90.8,340,3.0,2017,946,Lavonte David,2017,27,5,"$50,250,000",10050000
Danny Trevathan,7177,LB,CHI,80.4,69.2,281,7.0,2017,730,Danny Trevathan,2017,26,4,"$28,000,000",7000000
Mychal Kendricks,7049,LB,PHI,79.9,86.9,283,9.0,2017,962,Mychal Kendricks,2017,26,4,"$29,000,000",7250000
Demario Davis,7079,LB,NYJ,73.7,77.0,465,13.0,2017,588,Demario Davis,2017,28,1,"$2,225,000",2225000
Manti Te'o,7819,LB,NO,69.3,61.8,304,17.0,2017,659,Manti Te'o,2017,26,2,"$5,000,000",2500000
K.J. Wright,6251,LB,SEA,68.7,72.6,367,20.0,2017,930,K.J. Wright,2017,27,4,"$27,000,000",6750000
Zach Vigil,9824,LB,WAS,67.7,68.9,192,23.0,2017,706,Zach Vigil,2017,26,2,"$1,320,000",660000
Nigel Bradham,7105,LB,PHI,65.6,52.8,345,29.0,2017,796,Nigel Bradham,2017,27,2,"$7,000,000",3500000
Todd Davis,9007,LB,DEN,65.3,83.2,264,30.0,2017,700,Todd Davis,2017,26,1,"$2,746,000",2746000
Derrick Johnson,2232,LB,KC,65.1,47.2,344,31.0,2017,591,Derrick Johnson,2017,34,2,"$10,250,000",5125000
Wesley Woodyard,4583,LB,TEN,65.1,82.9,410,31.0,2017,703,Wesley Woodyard,2017,30,3,"$10,500,000",3500000
Craig Robertson,7003,LB,NO,64.3,63.7,340,33.0,2017,727,Craig Robertson,2017,29,3,"$5,000,000",1666667
Jon Bostic,7831,LB,IND,63.4,78.6,395,36.0,2017,625,Jon Bostic,2017,25,1,"$690,000",690000
Karlos Dansby,1754,LB,ARZ,63.0,65.8,361,37.0,2017,640,Karlos Dansby,2017,34,1,"$2,000,000",2000000
Christian Kirksey,8706,LB,CLV,62.0,65.2,460,38.0,2017,576,Christian Kirksey,2017,24,4,"$38,000,000",9500000
Vince Williams,7988,LB,PIT,61.9,56.1,383,39.0,2017,834,Vince Williams,2017,27,3,"$5,500,000",1833333
Brandon Marshall,7648,LB,DEN,61.8,65.8,394,40.0,2017,719,Brandon Marshall,2017,27,4,"$32,000,000",8000000
Tahir Whitehead,7135,LB,DET,61.4,76.6,411,41.0,2017,825,Tahir Whitehead,2017,26,2,"$8,000,000",4000000
Mark Barron,7013,LB,LA,61.4,54.5,350,41.0,2017,786,Mark Barron,2017,27,5,"$45,000,000",9000000
Zach Brown,7055,LB,WAS,58.7,81.2,324,44.0,2017,705,Zach Brown,2017,27,1,"$2,300,000",2300000
Kyle Van Noy,8675,LB,NE,58.5,55.3,317,45.0,2017,651,Kyle Van Noy,2017,26,2,"$11,757,095",5878548
Vincent Rey,5811,LB,CIN,56.3,55.4,277,47.0,2017,835,Vincent Rey,2017,29,3,"$10,500,000",3500000
Christian Jones,9020,LB,CHI,55.8,62.8,261,48.0,2017,575,Christian Jones,2017,26,1,"$1,500,000",1500000
Alec Ogletree,7811,LB,LA,55.0,45.9,377,49.0,2017,546,Alec Ogletree,2017,26,4,"$42,750,000",10687500
Lawrence Timmons,3631,LB,MIA,53.7,47.9,363,50.0,2017,656,Lawrence Timmons,2017,30,2,"$12,000,000",6000000
Ray-Ray Armstrong,8271,LB,NYG,53.3,68.5,236,51.0,2017,808,Ray-Ray Armstrong,2017,26,2,"$3,100,000",1550000
Brock Coyle,8929,LB,SF,51.8,54.5,305,54.0,2017,562,Brock Coyle,2017,26,1,"$1,450,000",1450000
Ramon Humber,5310,LB,BUF,50.1,59.8,257,57.0,2017,679,Ramon Humber,2017,29,1,"$900,000",900000
Kiko Alonso,7827,LB,MIA,49.1,63.0,407,58.0,2017,648,Kiko Alonso,2017,26,4,"$28,910,000",7227500
Jonathan Casillas,5422,LB,NYG,46.4,42.1,216,61.0,2017,918,Jonathan Casillas,2017,29,3,"$8,000,000",2666667
Jerrell Freeman,4888,LB,CHI,90.9,81.6,317,1.0,2016,758,Jerrell Freeman,2016,29,3,"$12,000,000",4000000
Bobby Wagner,7050,LB,SEA,86.4,91.3,487,3.0,2016,855,Bobby Wagner,2016,26,4,"$43,000,000",10750000
Paul Posluszny,3650,LB,JAX,82.0,70.6,413,5.0,2016,968,Paul Posluszny,2016,31,3,"$15,000,000",5000000
Mason Foster,6236,LB,WAS,79.6,72.5,355,6.0,2016,787,Mason Foster,2016,27,2,"$2,500,000",1250000
Sean Lee,5580,LB,DAL,78.5,74.9,314,8.0,2016,1132,Sean Lee,2016,29,6,"$42,000,000",7000000
Brandon Marshall,7648,LB,DEN,77.3,76.1,267,13.0,2016,719,Brandon Marshall,2016,26,4,"$32,000,000",8000000
Nigel Bradham,7105,LB,PHI,75.9,71.8,371,15.0,2016,796,Nigel Bradham,2016,26,2,"$7,000,000",3500000
Zach Brown,7055,LB,BUF,75.7,70.4,448,16.0,2016,840,Zach Brown,2016,26,1,"$1,250,000",1250000
K.J. Wright,6251,LB,SEA,75.6,82.9,478,17.0,2016,930,K.J. Wright,2016,26,4,"$27,000,000",6750000
Perry Riley,5627,LB,LV,75.6,81.2,286,17.0,2016,802,Perry Riley,2016,27,1,"$760,000",760000
Wesley Woodyard,4583,LB,TEN,74.2,78.6,255,19.0,2016,1147,Wesley Woodyard,2016,29,4,"$15,750,000",3937500
Derrick Johnson,2232,LB,KC,70.5,51.4,317,22.0,2016,737,Derrick Johnson,2016,33,3,"$21,000,000",7000000
Brian Cushing,4938,LB,HST,65.3,59.8,301,31.0,2016,1016,Brian Cushing,2016,28,6,"$52,500,000",8750000
Mark Barron,7013,LB,LA,65.0,61.6,404,32.0,2016,786,Mark Barron,2016,26,5,"$45,000,000",9000000
Danny Trevathan,7177,LB,CHI,65.0,73.5,221,32.0,2016,730,Danny Trevathan,2016,25,4,"$28,000,000",7000000
David Harris,3663,LB,NYJ,65.0,64.4,368,32.0,2016,883,David Harris,2016,32,3,"$21,500,000",7166667
Karlos Dansby,1754,LB,CIN,65.0,67.0,292,32.0,2016,772,Karlos Dansby,2016,34,1,"$2,000,000",2000000
Lavonte David,7060,LB,TB,63.7,51.4,409,38.0,2016,946,Lavonte David,2016,26,5,"$50,250,000",10050000
Demario Davis,7079,LB,CLV,61.5,57.2,391,40.0,2016,735,Demario Davis,2016,27,2,"$8,000,000",4000000
Edwin Jackson,9800,LB,IND,60.2,50.8,209,45.0,2016,742,Edwin Jackson,2016,24,2,"$990,000",495000
Craig Robertson,7003,LB,NO,59.9,75.6,343,47.0,2016,727,Craig Robertson,2016,28,3,"$5,000,000",1666667
Jonathan Casillas,5422,LB,NYG,59.7,67.9,338,48.0,2016,918,Jonathan Casillas,2016,28,3,"$8,000,000",2666667
Josh Bynes,6503,LB,DET,57.1,60.7,188,52.0,2016,765,Josh Bynes,2016,26,1,"$760,000",760000
Malcolm Smith,6394,LB,LV,55.5,69.0,381,55.0,2016,950,Malcolm Smith,2016,26,2,"$7,000,000",3500000
Will Compton,8308,LB,WAS,53.7,51.7,362,57.0,2016,837,Will Compton,2016,26,1,"$600,000",600000
Donald Butler,5603,LB,MIA,50.0,41.0,225,60.0,2016,740,Donald Butler,2016,27,1,"$800,000",800000
D'Qwell Jackson,2979,LB,IND,49.4,57.7,275,61.0,2016,1029,D'Qwell Jackson,2016,32,4,"$22,000,000",5500000
Tahir Whitehead,7135,LB,DET,48.8,57.2,401,62.0,2016,825,Tahir Whitehead,2016,25,2,"$8,000,000",4000000
Kelvin Sheppard,6220,LB,NYG,39.1,38.5,256,64.0,2016,775,Kelvin Sheppard,2016,28,1,"$840,000",840000
Luke Kuechly,7015,LB,CAR,93.6,88.3,300,1.0,2015,948,Luke Kuechly,2015,24,5,"$61,801,565",12360313
Wesley Woodyard,4583,LB,TEN,90.2,89.9,268,2.0,2015,1147,Wesley Woodyard,2015,28,4,"$15,750,000",3937500
Jerrell Freeman,4888,LB,IND,89.4,91.7,298,4.0,2015,913,Jerrell Freeman,2015,28,1,"$2,356,000",2356000
Sean Lee,5580,LB,DAL,88.4,68.6,349,5.0,2015,1132,Sean Lee,2015,28,6,"$42,000,000",7000000
K.J. Wright,6251,LB,SEA,87.9,83.1,405,6.0,2015,930,K.J. Wright,2015,25,4,"$27,000,000",6750000
Karlos Dansby,1754,LB,CLV,77.5,65.4,437,12.0,2015,1084,Karlos Dansby,2015,33,4,"$24,000,000",6000000
Brandon Marshall,7648,LB,DEN,77.1,83.4,402,14.0,2015,858,Brandon Marshall,2015,25,1,"$585,000",585000
Rolando McClain,5533,LB,DAL,75.0,64.5,304,16.0,2015,977,Rolando McClain,2015,25,1,"$3,000,000",3000000
Josh Mauga,5491,LB,KC,72.0,60.9,228,18.0,2015,925,Josh Mauga,2015,27,3,"$8,250,000",2750000
David Harris,3663,LB,NYJ,69.8,66.6,334,20.0,2015,883,David Harris,2015,31,3,"$21,500,000",7166667
Bobby Wagner,7050,LB,SEA,69.3,78.3,379,21.0,2015,855,Bobby Wagner,2015,25,4,"$43,000,000",10750000
Rey Maualuga,4961,LB,CIN,69.2,65.4,290,22.0,2015,974,Rey Maualuga,2015,28,3,"$15,000,000",5000000
Koa Misi,5565,LB,MIA,68.7,74.5,328,23.0,2015,1094,Koa Misi,2015,27,4,"$17,000,000",4250000
Josh Bynes,6503,LB,DET,68.5,72.5,327,24.0,2015,922,Josh Bynes,2015,25,2,"$1,810,000",905000
Manny Lawson,2967,LB,BUF,65.0,58.4,288,28.0,2015,1248,Manny Lawson,2015,30,4,"$12,000,000",3000000
Lavonte David,7060,LB,TB,63.9,57.0,462,29.0,2015,946,Lavonte David,2015,25,5,"$50,250,000",10050000
Daryl Smith,1760,LB,BLT,63.3,71.1,392,31.0,2015,1037,Daryl Smith,2015,33,4,"$13,600,000",3400000
Craig Robertson,7003,LB,CLV,62.6,49.2,214,32.0,2015,873,Craig Robertson,2015,27,1,"$2,356,000",2356000
Paul Posluszny,3650,LB,JAX,61.1,58.0,373,36.0,2015,968,Paul Posluszny,2015,30,3,"$15,000,000",5000000
Stephen Tulloch,3061,LB,DET,60.8,77.4,347,37.0,2015,1422,Stephen Tulloch,2015,30,5,"$25,500,000",5100000
J.T. Thomas,6347,LB,NYG,60.4,50.7,210,38.0,2015,899,J.T. Thomas,2015,26,3,"$10,000,000",3333333
D'Qwell Jackson,2979,LB,IND,60.1,64.7,441,39.0,2015,1029,D'Qwell Jackson,2015,31,4,"$22,000,000",5500000
Justin Durant,3664,LB,ATL,58.0,53.8,251,40.0,2015,928,Justin Durant,2015,29,3,"$10,800,000",3600000
Chad Greenway,2962,LB,MIN,55.7,49.2,309,42.0,2015,1022,Chad Greenway,2015,31,2,"$12,600,000",6300000
Brian Cushing,4938,LB,HST,55.2,61.8,399,44.0,2015,1016,Brian Cushing,2015,27,6,"$52,500,000",8750000
DeMeco Ryans,2978,LB,PHI,53.6,57.2,302,45.0,2015,885,DeMeco Ryans,2015,30,2,"$7,500,000",3750000
