index,player_name,year_signed,age,contract_length,value,average/year
85,Richard Rodgers,2021,28,1,"$990,000",990000
86,Ricky Seals-Jones,2021,26,1,"$990,000",990000
87,Rob Gronkowski,2021,31,1,"$8,000,000",8000000
88,Robert Tonyan Jr.,2021,26,1,"$3,384,000",3384000
89,Ross Dwelley,2021,26,1,"$1,600,000",1600000
90,Ross Travis,2021,28,1,"$990,000",990000
91,Ryan Griffin,2021,31,2,"$6,480,471",3240236
91,Ryan Griffin,2022,32,2,"$6,480,471",3240236
92,Ryan Izzo,2021,25,1,"$920,000",920000
93,Sammie Reyes,2021,25,3,"$2,445,000",815000
93,Sammie Reyes,2022,26,3,"$2,445,000",815000
93,Sammie Reyes,2023,27,3,"$2,445,000",815000
94,Sean Culkin,2021,27,1,"$920,000",920000
95,Shane Zylstra,2021,24,3,"$2,425,000",808333
95,Shane Zylstra,2022,25,3,"$2,425,000",808333
95,Shane Zylstra,2023,26,3,"$2,425,000",808333
96,Shaun Beyer,2021,24,3,"$2,440,000",813333
96,Shaun Beyer,2022,25,3,"$2,440,000",813333
96,Shaun Beyer,2023,26,3,"$2,440,000",813333
97,Stephen Anderson,2021,28,1,"$920,000",920000
98,Stephen Carlson,2021,24,1,"$850,000",850000
99,Tanner Hudson,2021,26,1,"$920,000",920000
100,Taysom Hill,2021,31,4,"$40,000,000",10000000
100,Taysom Hill,2022,32,4,"$40,000,000",10000000
100,Taysom Hill,2023,33,4,"$40,000,000",10000000
100,Taysom Hill,2024,34,4,"$40,000,000",10000000
101,Tim Tebow,2021,33,1,"$920,000",920000
102,Tony Poljan,2021,24,3,"$2,440,000",813333
102,Tony Poljan,2022,25,3,"$2,440,000",813333
102,Tony Poljan,2023,26,3,"$2,440,000",813333
103,Troy Fumagalli,2021,25,1,"$850,000",850000
104,Tyler Kroft,2021,28,1,"$2,000,000",2000000
105,Tyler Mabry,2021,24,1,"$660,000",660000
106,Tyrone Swoopes,2021,26,1,"$780,000",780000
107,Adam Shaheen,2020,26,2,"$4,850,000",2425000
107,Adam Shaheen,2021,27,2,"$4,850,000",2425000
108,Alex Ellis,2020,26,1,"$825,000",825000
109,Andrew Vollert,2020,24,1,"$610,000",610000
110,Anthony Firkser,2020,24,1,"$750,000",750000
111,Antony Auclair,2020,26,1,"$1,250,000",1250000
112,Austin Hooper,2020,25,4,"$42,000,000",10500000
112,Austin Hooper,2021,26,4,"$42,000,000",10500000
112,Austin Hooper,2022,27,4,"$42,000,000",10500000
112,Austin Hooper,2023,28,4,"$42,000,000",10500000
113,Blake Bell,2020,28,1,"$1,700,000",1700000
114,Blake Jarwin,2020,25,4,"$22,000,000",5500000
114,Blake Jarwin,2021,26,4,"$22,000,000",5500000
114,Blake Jarwin,2022,27,4,"$22,000,000",5500000
114,Blake Jarwin,2023,28,4,"$22,000,000",5500000
115,Carson Meier,2020,24,1,"$610,000",610000
116,Cethan Carter,2020,26,1,"$2,133,000",2133000
117,Chris Myarick,2020,24,2,"$1,390,000",695000
118,Christian Scotland-Williamson,2020,26,1,"$610,000",610000
119,Cole Herdman,2020,24,2,"$1,390,000",695000
119,Cole Herdman,2021,25,2,"$1,390,000",695000
120,Cole Hikutini,2020,25,2,"$1,525,000",762500
121,Cole Wick,2020,26,1,"$750,000",750000
122,Colin Thompson,2020,26,1,"$610,000",610000
123,Connor Davis,2020,25,3,"$2,285,000",761667
124,Daniel Brown,2020,27,1,"$910,000",910000
125,Darion Clark,2020,25,2,"$1,380,000",690000
125,Darion Clark,2021,26,2,"$1,380,000",690000
126,Darren Fells,2020,33,2,"$6,300,000",3150000
127,David Morgan,2020,26,1,"$735,000",735000
128,Dax Raymond,2020,25,1,"$610,000",610000
129,Demetrius Harris,2020,28,1,"$1,650,000",1650000
130,Eric Ebron,2020,26,2,"$12,000,000",6000000
130,Eric Ebron,2021,27,2,"$12,000,000",6000000
131,Eric Saubert,2020,25,1,"$825,000",825000
132,Eric Tomlinson,2020,27,1,"$1,020,000",1020000
133,Erik Swoope,2020,28,1,"$750,000",750000
134,Ethan Wolf,2020,24,2,"$1,390,000",695000
135,Evan Baylis,2020,26,1,"$675,000",675000
136,Garrett Dickerson,2020,24,1,"$750,000",750000
137,Garrett Griffin,2020,25,1,"$750,000",750000
138,Geoff Swaim,2020,26,1,"$910,000",910000
139,George Kittle,2020,26,5,"$75,000,000",15000000
139,George Kittle,2021,27,5,"$75,000,000",15000000
139,George Kittle,2022,28,5,"$75,000,000",15000000
139,George Kittle,2023,29,5,"$75,000,000",15000000
139,George Kittle,2024,30,5,"$75,000,000",15000000
140,Greg Olsen,2020,34,1,"$7,000,000",7000000
141,Hunter Henry,2020,25,1,"$10,607,000",10607000
142,J.P. Holtz,2020,26,1,"$675,000",675000
143,Jacob Hollister,2020,26,1,"$3,259,000",3259000
144,Jared Rice,2020,24,3,"$2,287,000",762333
144,Jared Rice,2021,25,3,"$2,287,000",762333
144,Jared Rice,2022,26,3,"$2,287,000",762333
145,Jason Croom,2020,25,1,"$750,000",750000
146,Jason Witten,2020,37,1,"$4,000,000",4000000
147,Jerell Adams,2020,27,1,"$825,000",825000
148,Jimmy Graham,2020,33,2,"$16,000,000",8000000
148,Jimmy Graham,2021,34,2,"$16,000,000",8000000
149,Joe Fortson,2020,24,1,"$610,000",610000
150,Johnny Mundt,2020,25,1,"$750,000",750000
151,Jordan Leggett,2020,24,1,"$825,000",825000
152,Jordan Reed,2020,30,1,"$1,050,000",1050000
153,Kevin Rader,2020,24,1,"$610,000",610000
154,Khari Lee,2020,28,1,"$910,000",910000
155,Levine Toilolo,2020,28,2,"$6,200,000",3100000
156,Logan Thomas,2020,28,2,"$6,145,000",3072500
157,Luke Stocker,2020,32,1,"$1,050,000",1050000
158,Luke Willson,2020,29,1,"$1,050,000",1050000
159,Marcedes Lewis,2020,35,1,"$2,250,000",2250000
160,Marcus Baugh,2020,25,1,"$750,000",750000
161,Matt Flanagan,2020,25,1,"$675,000",675000
162,Matt Lengel,2020,29,1,"$825,000",825000
163,Matt Sokol,2020,24,1,"$675,000",675000
164,Michael Roberts,2020,25,1,"$750,000",750000
165,Moritz Boehringer,2020,26,1,"$610,000",610000
166,MyCole Pruitt,2020,27,1,"$2,500,000",2500000
167,Nick Keizer,2020,24,1,"$610,000",610000
168,Nick O'Leary,2020,27,1,"$1,047,500",1047500
169,Nick Vannett,2020,27,2,"$5,700,000",2850000
170,Parker Hesse,2020,24,2,"$1,390,000",695000
171,Paul Butler,2020,27,1,"$610,000",610000
172,Paul Quessenberry,2020,27,3,"$2,285,000",761667
172,Paul Quessenberry,2022,29,3,"$2,285,000",761667
173,Pharaoh Brown,2020,25,1,"$750,000",750000
174,Richard Rodgers,2020,28,1,"$1,046,000",1046000
175,Ross Dwelley,2020,24,1,"$750,000",750000
176,Ross Travis,2020,26,1,"$910,000",910000
177,Seth DeValve,2020,27,1,"$1,047,500",1047500
178,Stephen Anderson,2020,26,1,"$750,000",750000
179,Tanner Hudson,2020,25,1,"$675,000",675000
180,Taysom Hill,2020,29,1,"$16,300,000",16300000
181,Temarrick Hemingway,2020,26,2,"$1,670,000",835000
181,Temarrick Hemingway,2021,27,2,"$1,670,000",835000
182,Travis Kelce,2020,30,4,"$57,250,000",14312500
182,Travis Kelce,2021,31,4,"$57,250,000",14312500
182,Travis Kelce,2022,32,4,"$57,250,000",14312500
182,Travis Kelce,2023,33,4,"$57,250,000",14312500
183,Trey Burton,2020,28,1,"$910,000",910000
184,Troy Fumagalli,2020,24,1,"$750,000",750000
185,Tyler Eifert,2020,29,2,"$9,500,000",4750000
185,Tyler Eifert,2021,30,2,"$9,500,000",4750000
186,Tyrone Swoopes,2020,25,1,"$675,000",675000
187,Xavier Grimble,2020,27,1,"$910,000",910000
188,A.J. Derby,2019,27,1,"$720,000",720000
189,Alex Ellis,2019,26,1,"$645,000",645000
190,Alex Gray,2019,27,2,"$1,080,000",540000
190,Alex Gray,2020,28,2,"$1,080,000",540000
191,Austin Seferian-Jenkins,2019,26,1,"$895,000",895000
192,Austin Traylor,2019,25,1,"$570,000",570000
193,Ben Braunecker,2019,25,2,"$2,700,000",1350000
193,Ben Braunecker,2020,26,2,"$2,700,000",1350000
194,Ben Johnson,2019,24,1,"$495,000",495000
195,Ben Koyack,2019,25,1,"$720,000",720000
196,Benjamin Watson,2019,38,1,"$3,000,000",3000000
197,Billy Brown,2019,25,2,"$1,080,000",540000
197,Billy Brown,2020,26,2,"$1,080,000",540000
198,Blake Bell,2019,27,1,"$895,000",895000
199,Bradley Sowell,2019,29,1,"$1,450,000",1450000
200,Brandon Barnes,2019,25,1,"$495,000",495000
201,Brian Parker,2019,26,1,"$645,000",645000
202,C.J. Uzomah,2019,26,3,"$18,300,000",6100000
202,C.J. Uzomah,2020,27,3,"$18,300,000",6100000
202,C.J. Uzomah,2021,28,3,"$18,300,000",6100000
203,Charles Clay,2019,30,1,"$2,000,000",2000000
204,Chris Manhertz,2019,26,2,"$2,300,000",1150000
204,Chris Manhertz,2020,27,2,"$2,300,000",1150000
205,Christian Scotland-Williamson,2019,25,1,"$495,000",495000
206,Clive Walford,2019,27,1,"$720,000",720000
207,Codey McElroy,2019,26,2,"$1,080,000",540000
207,Codey McElroy,2020,27,2,"$1,080,000",540000
208,Cole Hikutini,2019,24,2,"$1,230,000",615000
209,Daniel Brown,2019,26,1,"$895,000",895000
210,Daniel Helm,2019,24,3,"$1,755,000",585000
210,Daniel Helm,2020,25,3,"$1,755,000",585000
210,Daniel Helm,2021,26,3,"$1,755,000",585000
211,Darrell Daniels,2019,24,2,"$1,380,000",690000
211,Darrell Daniels,2020,25,2,"$1,380,000",690000
212,Darren Fells,2019,32,1,"$1,500,000",1500000
213,Darren Waller,2019,27,4,"$29,800,000",7450000
213,Darren Waller,2020,28,4,"$29,800,000",7450000
213,Darren Waller,2021,29,4,"$29,800,000",7450000
213,Darren Waller,2022,30,4,"$29,800,000",7450000
214,Demetrius Harris,2019,27,2,"$6,000,000",3000000
215,Dwayne Allen,2019,29,2,"$6,500,000",3250000
215,Dwayne Allen,2020,30,2,"$6,500,000",3250000
216,Ellis Richardson,2019,24,3,"$1,759,500",586500
216,Ellis Richardson,2020,25,3,"$1,759,500",586500
216,Ellis Richardson,2021,26,3,"$1,759,500",586500
217,Eric Saubert,2019,24,2,"$1,380,000",690000
218,Eric Tomlinson,2019,26,1,"$1,000,000",1000000
219,Erik Swoope,2019,27,1,"$645,000",645000
220,Evan Baylis,2019,25,1,"$495,000",495000
221,Gabe Holmes,2019,27,1,"$720,000",720000
222,Geoff Swaim,2019,25,2,"$6,600,000",3300000
223,Jack Doyle,2019,29,3,"$21,300,000",7100000
223,Jack Doyle,2020,30,3,"$21,300,000",7100000
223,Jack Doyle,2021,31,3,"$21,300,000",7100000
224,Jacob Hollister,2019,25,1,"$645,000",645000
225,Jake Fisher,2019,25,1,"$850,000",850000
226,James O'Shaughnessy,2019,27,2,"$2,225,000",1112500
226,James O'Shaughnessy,2020,28,2,"$2,225,000",1112500
227,Jared Cook,2019,31,2,"$15,000,000",7500000
227,Jared Cook,2020,32,2,"$15,000,000",7500000
228,Jason Vander Laan,2019,26,2,"$1,230,000",615000
228,Jason Vander Laan,2020,27,2,"$1,230,000",615000
229,Jason Witten,2019,36,1,"$4,250,000",4250000
230,Jeff Heuerman,2019,26,2,"$8,000,000",4000000
230,Jeff Heuerman,2020,27,2,"$8,000,000",4000000
231,Jerell Adams,2019,26,2,"$1,380,000",690000
232,Jerome Cunningham,2019,28,1,"$645,000",645000
233,Jesse James,2019,24,4,"$22,600,000",5650000
233,Jesse James,2020,25,4,"$22,600,000",5650000
233,Jesse James,2022,27,4,"$22,600,000",5650000
234,Josh Hill,2019,28,3,"$8,850,000",2950000
234,Josh Hill,2020,29,3,"$8,850,000",2950000
235,Kyle Carter,2019,26,1,"$570,000",570000
236,Kyle Rudolph,2019,29,4,"$36,000,000",9000000
236,Kyle Rudolph,2020,30,4,"$36,000,000",9000000
237,Lance Kendricks,2019,31,1,"$1,020,000",1020000
238,Lee Smith,2019,30,3,"$9,000,000",3000000
238,Lee Smith,2020,31,3,"$9,000,000",3000000
238,Lee Smith,2021,32,3,"$9,000,000",3000000
239,Levine Toilolo,2019,27,1,"$805,000",805000
240,Logan Paulsen,2019,32,1,"$1,020,000",1020000
241,Logan Thomas,2019,27,1,"$805,000",805000
242,Luke Stocker,2019,30,2,"$5,500,000",2750000
243,Luke Willson,2019,29,1,"$895,000",895000
244,Marcedes Lewis,2019,34,1,"$2,100,000",2100000
245,Marcus Baugh,2019,24,1,"$500,000",500000
246,Marcus Lucas,2019,26,2,"$1,230,000",615000
246,Marcus Lucas,2020,27,2,"$1,230,000",615000
247,Mason Schreck,2019,25,2,"$1,230,000",615000
247,Mason Schreck,2020,26,2,"$1,230,000",615000
248,Matt LaCosse,2019,26,2,"$2,800,000",1400000
248,Matt LaCosse,2020,27,2,"$2,800,000",1400000
249,Maxx Williams,2019,25,2,"$7,000,000",3500000
249,Maxx Williams,2020,26,2,"$7,000,000",3500000
250,Moritz Boehringer,2019,25,2,"$1,080,000",540000
251,Neal Sterling,2019,27,1,"$895,000",895000
252,Nick Boyle,2019,26,3,"$18,000,000",6000000
252,Nick Boyle,2020,27,3,"$18,000,000",6000000
253,Nick O'Leary,2019,26,1,"$805,000",805000
254,Nick Truesdell,2019,28,1,"$495,000",495000
255,Pharoah McKever,2019,24,2,"$108,000",54000
255,Pharoah McKever,2020,25,2,"$108,000",54000
256,Richard Rodgers,2019,27,2,"$1,925,000",962500
257,Rico Gathers,2019,25,1,"$570,000",570000
258,Robert Tonyan Jr.,2019,24,2,"$1,320,000",660000
258,Robert Tonyan Jr.,2020,25,2,"$1,320,000",660000
259,Ross Travis,2019,26,1,"$645,000",645000
260,Ryan Griffin,2019,29,3,"$10,800,000",3600000
260,Ryan Griffin,2020,30,3,"$10,800,000",3600000
261,Scott Orndoff,2019,25,2,"$1,080,000",540000
261,Scott Orndoff,2020,26,2,"$1,080,000",540000
262,Scott Simonson,2019,26,1,"$895,000",895000
263,Stephen Anderson,2019,25,1,"$645,000",645000
264,Thomas Duarte,2019,24,1,"$575,000",575000
265,Tyler Eifert,2019,28,1,"$4,000,000",4000000
266,Tyler Higbee,2019,26,4,"$29,000,000",7250000
266,Tyler Higbee,2020,27,4,"$29,000,000",7250000
266,Tyler Higbee,2021,28,4,"$29,000,000",7250000
266,Tyler Higbee,2022,29,4,"$29,000,000",7250000
267,Tyler Kroft,2019,26,3,"$18,750,000",6250000
267,Tyler Kroft,2020,27,3,"$18,750,000",6250000
268,Tyrone Swoopes,2019,24,1,"$495,000",495000
269,Wes Saxton,2019,25,1,"$495,000",495000
270,Will Tye,2019,27,1,"$720,000",720000
271,Xavier Grimble,2019,26,1,"$2,025,000",2025000
272,Zach Conque,2019,25,1,"$495,000",495000
273,Zach Miller,2019,34,1,"$930,000",930000
274,Adam Zaruba,2018,26,2,"$1,052,500",526250
274,Adam Zaruba,2019,27,2,"$1,052,500",526250
275,Alex Ellis,2018,24,1,"$555,000",555000
276,Alex Gray,2018,26,1,"$480,000",480000
277,Anthony Denham,2018,27,1,"$555,000",555000
278,Antonio Gates,2018,38,1,"$2,500,000",2500000
279,Austin Seferian-Jenkins,2018,25,2,"$10,500,000",5250000
280,Beau Sandland,2018,25,1,"$480,000",480000
281,Ben Koyack,2018,24,2,"$1,350,000",675000
282,Benjamin Watson,2018,37,1,"$2,000,000",2000000
283,Billy Brown,2018,24,2,"$1,070,000",535000
284,Blake Bell,2018,27,1,"$705,000",705000
285,Bradley Sowell,2018,28,2,"$3,000,000",1500000
286,Brian Parker,2018,25,1,"$555,000",555000
287,Bryce Williams,2018,25,1,"$480,000",480000
288,Cameron Brate,2018,26,6,"$40,800,000",6800000
288,Cameron Brate,2019,27,6,"$40,800,000",6800000
288,Cameron Brate,2020,28,6,"$40,800,000",6800000
288,Cameron Brate,2021,29,6,"$40,800,000",6800000
288,Cameron Brate,2022,30,6,"$40,800,000",6800000
288,Cameron Brate,2023,31,6,"$40,800,000",6800000
289,Chris Bazile,2018,26,1,"$480,000",480000
290,Chris Manhertz,2018,25,1,"$630,000",630000
291,Christian Scotland-Williamson,2018,24,3,"$1,710,000",570000
292,Clive Walford,2018,27,1,"$705,000",705000
293,Codey McElroy,2018,25,3,"$1,730,000",576667
294,Cole Wick,2018,25,3,"$1,950,000",650000
294,Cole Wick,2019,26,3,"$1,950,000",650000
295,Colin Thompson,2018,24,1,"$480,000",480000
296,Daniel Brown,2018,25,1,"$925,000",925000
297,Darren Fells,2018,31,3,"$12,000,000",4000000
298,Darren Waller,2018,25,2,"$1,350,000",675000
299,David Grinnage,2018,24,1,"$480,000",480000
300,Delanie Walker,2018,33,2,"$17,000,000",8500000
300,Delanie Walker,2019,34,2,"$17,000,000",8500000
301,Derek Carrier,2018,27,3,"$5,550,000",1850000
301,Derek Carrier,2019,28,3,"$5,550,000",1850000
301,Derek Carrier,2020,29,3,"$5,550,000",1850000
302,Dillon Gordon,2018,24,2,"$1,200,000",600000
302,Dillon Gordon,2019,25,2,"$1,200,000",600000
303,Ed Dickson,2018,30,3,"$10,700,000",3566667
303,Ed Dickson,2019,31,3,"$10,700,000",3566667
303,Ed Dickson,2020,32,3,"$10,700,000",3566667
304,Eric Ebron,2018,24,2,"$13,000,000",6500000
304,Eric Ebron,2019,25,2,"$13,000,000",6500000
305,Eric Tomlinson,2018,25,2,"$1,200,000",600000
306,Erik Swoope,2018,25,1,"$555,000",555000
307,Evan Baylis,2018,24,1,"$480,000",480000
308,Gavin Escobar,2018,26,1,"$790,000",790000
309,Greg Olsen,2018,33,2,"$17,100,000",8550000
309,Greg Olsen,2019,34,2,"$17,100,000",8550000
310,Hayden Hurst,2018,24,4,"$11,036,026",2759007
310,Hayden Hurst,2019,25,4,"$11,036,026",2759007
310,Hayden Hurst,2020,26,4,"$11,036,026",2759007
310,Hayden Hurst,2021,27,4,"$11,036,026",2759007
311,Henry Krieger-Coble,2018,25,2,"$1,200,000",600000
311,Henry Krieger-Coble,2019,26,2,"$1,200,000",600000
312,J.P. Holtz,2018,24,2,"$1,050,000",525000
312,J.P. Holtz,2019,25,2,"$1,050,000",525000
313,Jace Amaro,2018,25,1,"$630,000",630000
314,Jake McGee,2018,31,1,"$480,000",480000
315,Jason Vander Laan,2018,26,2,"$1,050,000",525000
316,Je'Ron Hamm,2018,26,1,"$705,000",705000
317,Jerome Cunningham,2018,27,2,"$1,350,000",675000
318,Jevoni Robinson,2018,25,3,"$1,710,000",570000
318,Jevoni Robinson,2019,26,3,"$1,710,000",570000
318,Jevoni Robinson,2020,27,3,"$1,710,000",570000
319,Jimmy Graham,2018,31,3,"$30,000,000",10000000
319,Jimmy Graham,2019,32,3,"$30,000,000",10000000
320,John Phillips,2018,31,1,"$915,000",915000
321,Jordan Akins,2018,26,4,"$3,325,085",831271
321,Jordan Akins,2019,27,4,"$3,325,085",831271
321,Jordan Akins,2020,28,4,"$3,325,085",831271
321,Jordan Akins,2021,29,4,"$3,325,085",831271
322,Joshua Perkins,2018,24,2,"$1,200,000",600000
322,Joshua Perkins,2019,25,2,"$1,200,000",600000
323,Josiah Price,2018,25,1,"$480,000",480000
324,Kelvin Benjamin,2018,26,1,"$185,882",185882
325,Lee Smith,2018,30,3,"$9,000,000",3000000
326,Levine Toilolo,2018,26,1,"$1,500,000",1500000
327,Logan Paulsen,2018,31,1,"$1,005,000",1005000
328,Logan Thomas,2018,26,1,"$790,000",790000
329,Luke Willson,2018,28,1,"$2,500,000",2500000
330,Marcedes Lewis,2018,34,1,"$2,100,000",2100000
331,Marcus Lucas,2018,26,1,"$555,000",555000
332,Matt Lengel,2018,27,1,"$630,000",630000
333,Matt Weiser,2018,25,1,"$555,000",555000
334,Mo Alie-Cox,2018,24,2,"$1,050,000",525000
334,Mo Alie-Cox,2019,25,2,"$1,050,000",525000
335,Moritz Boehringer,2018,24,1,"$480,000",480000
336,MyCole Pruitt,2018,25,2,"$1,350,000",675000
336,MyCole Pruitt,2019,26,2,"$1,350,000",675000
337,Neal Sterling,2018,26,1,"$1,907,000",1907000
338,Nick O'Leary,2018,26,1,"$1,500,000",1500000
339,Niles Paul,2018,28,2,"$4,750,000",2375000
