index,player_name,year_signed,age,contract_length,value,average/year
74,Cole Van Lanen,2024,26,4,"$3,633,684",908421
75,Coleman Shelton,2021,25,1,"$850,000",850000
76,Colton McKivitz,2021,24,1,"$780,000",780000
77,Corbin Kaufusi,2021,27,1,"$660,000",660000
78,Cordel Iwuagwu,2021,24,2,"$1,485,000",742500
78,Cordel Iwuagwu,2022,25,2,"$1,485,000",742500
79,Corey Levin,2021,26,1,"$920,000",920000
80,Corey Linsley,2021,29,5,"$62,500,000",12500000
80,Corey Linsley,2022,30,5,"$62,500,000",12500000
80,Corey Linsley,2023,31,5,"$62,500,000",12500000
80,Corey Linsley,2024,32,5,"$62,500,000",12500000
80,Corey Linsley,2025,33,5,"$62,500,000",12500000
81,Coy Cronk,2021,23,3,"$2,431,000",810333
81,Coy Cronk,2022,24,3,"$2,431,000",810333
81,Coy Cronk,2023,25,3,"$2,431,000",810333
82,Creed Humphrey,2021,21,4,"$5,565,208",1391302
82,Creed Humphrey,2022,22,4,"$5,565,208",1391302
82,Creed Humphrey,2023,23,4,"$5,565,208",1391302
82,Creed Humphrey,2024,24,4,"$5,565,208",1391302
83,D'ante Smith,2021,22,4,"$3,979,344",994836
83,D'ante Smith,2022,23,4,"$3,979,344",994836
83,D'ante Smith,2023,24,4,"$3,979,344",994836
83,D'ante Smith,2024,25,4,"$3,979,344",994836
84,D.J. Fluker,2021,29,1,"$1,075,000",1075000
85,Dakoda Shepley,2021,26,1,"$660,000",660000
86,Dakota Dozier,2021,29,1,"$1,075,000",1075000
87,Dan Feeney,2021,26,1,"$3,500,000",3500000
88,Dan Moore Jr.,2021,22,4,"$4,177,904",1044476
88,Dan Moore Jr.,2022,23,4,"$4,177,904",1044476
88,Dan Moore Jr.,2023,24,4,"$4,177,904",1044476
88,Dan Moore Jr.,2024,25,4,"$4,177,904",1044476
89,Daniel Brunskill,2021,27,1,"$850,000",850000
90,Daniel Munyer,2021,28,1,"$920,000",920000
91,Danny Isidora,2021,27,1,"$990,000",990000
92,Dareuan Parker,2021,22,3,"$2,430,000",810000
92,Dareuan Parker,2022,23,3,"$2,430,000",810000
92,Dareuan Parker,2023,24,3,"$2,430,000",810000
93,Darius Harper,2021,23,3,"$2,432,500",810833
93,Darius Harper,2022,24,3,"$2,432,500",810833
93,Darius Harper,2023,25,3,"$2,432,500",810833
94,Darrin Paulo,2021,23,1,"$660,000",660000
95,Darryl Williams,2021,23,1,"$660,000",660000
96,Daryl Williams,2021,28,3,"$24,000,000",8000000
96,Daryl Williams,2022,29,3,"$24,000,000",8000000
96,Daryl Williams,2023,30,3,"$24,000,000",8000000
97,David Andrews,2021,28,4,"$19,000,000",4750000
97,David Andrews,2022,29,4,"$19,000,000",4750000
97,David Andrews,2023,30,4,"$19,000,000",4750000
97,David Andrews,2024,31,4,"$19,000,000",4750000
98,David Moore,2021,22,3,"$2,425,000",808333
98,David Moore,2022,23,3,"$2,425,000",808333
98,David Moore,2023,24,3,"$2,425,000",808333
99,David Sharpe,2021,25,1,"$1,127,500",1127500
100,Deion Calhoun,2021,24,2,"$1,835,000",917500
100,Deion Calhoun,2022,25,2,"$1,835,000",917500
101,Dennis Kelly,2021,31,1,"$1,325,000",1325000
102,Denzelle Good,2021,30,2,"$8,360,000",4180000
102,Denzelle Good,2022,31,2,"$8,360,000",4180000
103,Deonte Brown,2021,23,4,"$3,666,060",916515
103,Deonte Brown,2022,24,4,"$3,666,060",916515
103,Deonte Brown,2023,25,4,"$3,666,060",916515
103,Deonte Brown,2024,26,4,"$3,666,060",916515
104,Devery Hamilton,2021,23,3,"$2,455,000",818333
104,Devery Hamilton,2022,24,3,"$2,455,000",818333
104,Devery Hamilton,2023,25,3,"$2,455,000",818333
105,Dieter Eiselen,2021,23,1,"$660,000",660000
106,Dillon Radunz,2021,23,4,"$6,326,873",1581718
106,Dillon Radunz,2022,24,4,"$6,326,873",1581718
106,Dillon Radunz,2023,25,4,"$6,326,873",1581718
106,Dillon Radunz,2024,26,4,"$6,326,873",1581718
107,Donell Stanley,2021,25,1,"$660,000",660000
108,Donovan Smith,2021,27,2,"$31,000,000",15500000
108,Donovan Smith,2022,28,2,"$31,000,000",15500000
109,Drake Jackson,2021,20,3,"$2,440,000",813333
109,Drake Jackson,2022,21,3,"$2,440,000",813333
109,Drake Jackson,2023,22,3,"$2,440,000",813333
110,Drew Dalman,2021,22,4,"$4,256,720",1064180
110,Drew Dalman,2022,23,4,"$4,256,720",1064180
110,Drew Dalman,2023,24,4,"$4,256,720",1064180
110,Drew Dalman,2024,25,4,"$4,256,720",1064180
111,Drew Himmelman,2021,24,3,"$2,450,000",816667
111,Drew Himmelman,2022,25,3,"$2,450,000",816667
111,Drew Himmelman,2023,26,3,"$2,450,000",816667
112,Elijah Nkansah,2021,26,1,"$660,000",660000
113,Elijah Wilkinson,2021,26,1,"$1,127,500",1127500
114,Eric Fisher,2021,30,1,"$8,380,000",8380000
115,Eric Smith,2021,25,1,"$850,000",850000
116,Erik Magnuson,2021,26,1,"$920,000",920000
117,Ethan Pocic,2021,25,1,"$3,000,000",3000000
118,Evan Boehm,2021,27,1,"$990,000",990000
119,Evan Brown,2021,24,1,"$920,000",920000
120,Evan Heim,2021,24,3,"$2,428,000",809333
120,Evan Heim,2022,25,3,"$2,428,000",809333
120,Evan Heim,2023,26,3,"$2,428,000",809333
121,Evin Ksiezarczyk,2021,23,1,"$660,000",660000
122,Forrest Lamp,2021,27,1,"$1,057,500",1057500
123,Foster Sarell,2021,22,3,"$2,440,000",813333
123,Foster Sarell,2022,23,3,"$2,440,000",813333
123,Foster Sarell,2023,24,3,"$2,440,000",813333
124,Frank Ragnow,2021,24,4,"$54,000,000",13500000
124,Frank Ragnow,2022,25,4,"$54,000,000",13500000
124,Frank Ragnow,2023,26,4,"$54,000,000",13500000
124,Frank Ragnow,2024,27,4,"$54,000,000",13500000
125,Gabe Jackson,2021,29,3,"$22,575,000",7525000
125,Gabe Jackson,2022,30,3,"$22,575,000",7525000
125,Gabe Jackson,2023,31,3,"$22,575,000",7525000
126,Gage Cervenka,2021,0,1,"$660,000",660000
127,Garrett McGhin,2021,26,2,"$1,675,000",837500
127,Garrett McGhin,2022,27,2,"$1,675,000",837500
128,Germain Ifedi,2021,26,1,"$4,250,000",4250000
129,Grant Hermanns,2021,23,3,"$2,435,000",811667
129,Grant Hermanns,2022,24,3,"$2,435,000",811667
129,Grant Hermanns,2023,25,3,"$2,435,000",811667
130,Greg Eiland,2021,23,3,"$2,428,000",809333
130,Greg Eiland,2022,24,3,"$2,428,000",809333
130,Greg Eiland,2023,25,3,"$2,428,000",809333
131,Greg Mancz,2021,28,1,"$990,000",990000
132,Greg Senat,2021,26,1,"$850,000",850000
133,Gunnar Vogel,2021,22,3,"$2,425,000",808333
133,Gunnar Vogel,2022,23,3,"$2,425,000",808333
133,Gunnar Vogel,2023,24,3,"$2,425,000",808333
134,Harry Crider,2021,21,3,"$2,447,500",815833
134,Harry Crider,2022,22,3,"$2,447,500",815833
134,Harry Crider,2023,23,3,"$2,447,500",815833
135,Hjalte Froholdt,2021,24,1,"$780,000",780000
136,Hroniss Grasu,2021,29,1,"$990,000",990000
137,Ike Boettger,2021,26,1,"$2,133,000",2133000
138,Isaiah Williams,2021,27,1,"$780,000",780000
139,Isaiah Wilson,2021,21,1,"$660,000",660000
140,J.C. Hassenauer,2021,26,1,"$780,000",780000
141,J.R. Sweezy,2021,32,1,"$1,075,000",1075000
142,Ja'Wuan James,2021,29,2,"$4,575,000",2287500
142,Ja'Wuan James,2022,30,2,"$4,575,000",2287500
143,Jack Anderson,2021,22,4,"$3,583,744",895936
143,Jack Anderson,2022,23,4,"$3,583,744",895936
143,Jack Anderson,2023,24,4,"$3,583,744",895936
143,Jack Anderson,2024,25,4,"$3,583,744",895936
144,Jack Batho IV,2021,0,3,"$2,427,000",809000
144,Jack Batho IV,2022,1,3,"$2,427,000",809000
144,Jack Batho IV,2023,2,3,"$2,427,000",809000
145,Jackson Barton,2021,25,1,"$850,000",850000
146,Jackson Carman,2021,21,4,"$7,449,949",1862487
146,Jackson Carman,2022,22,4,"$7,449,949",1862487
146,Jackson Carman,2023,23,4,"$7,449,949",1862487
146,Jackson Carman,2024,24,4,"$7,449,949",1862487
147,Jacob Capra,2021,22,3,"$2,429,500",809833
147,Jacob Capra,2022,23,3,"$2,429,500",809833
147,Jacob Capra,2023,24,3,"$2,429,500",809833
148,Jake Benzinger,2021,24,1,"$660,000",660000
149,Jake Burton,2021,23,3,"$2,440,000",813333
149,Jake Burton,2022,24,3,"$2,440,000",813333
149,Jake Burton,2023,25,3,"$2,440,000",813333
150,Jake Curhan,2021,23,3,"$2,453,500",817833
150,Jake Curhan,2022,24,3,"$2,453,500",817833
150,Jake Curhan,2023,25,3,"$2,453,500",817833
151,Jake Eldrenkamp,2021,26,1,"$850,000",850000
152,Jake Hanson,2021,23,1,"$660,000",660000
153,Jalen Mayfield,2021,21,4,"$5,208,010",1302003
153,Jalen Mayfield,2022,22,4,"$5,208,010",1302003
153,Jalen Mayfield,2023,23,4,"$5,208,010",1302003
153,Jalen Mayfield,2024,24,4,"$5,208,010",1302003
154,James Carpenter,2021,31,1,"$1,075,000",1075000
155,James Ferentz,2021,31,1,"$1,020,000",1020000
156,James Hudson,2021,22,4,"$4,272,416",1068104
156,James Hudson,2022,23,4,"$4,272,416",1068104
156,James Hudson,2023,24,4,"$4,272,416",1068104
156,James Hudson,2024,25,4,"$4,272,416",1068104
157,James Hurst,2021,29,3,"$9,000,000",3000000
157,James Hurst,2022,30,3,"$9,000,000",3000000
157,James Hurst,2023,31,3,"$9,000,000",3000000
158,Jamil Demby,2021,24,1,"$850,000",850000
159,Jamil Douglas,2021,29,1,"$995,000",995000
160,Jared Hocker,2021,22,3,"$2,445,000",815000
160,Jared Hocker,2022,23,3,"$2,445,000",815000
160,Jared Hocker,2023,24,3,"$2,445,000",815000
161,Jarron Jones,2021,26,1,"$660,000",660000
162,Jaryd Jones-Smith,2021,25,1,"$780,000",780000
163,Jason Kelce,2021,33,1,"$9,000,000",9000000
164,Jason Peters,2021,39,1,"$1,750,000",1750000
165,Jason Spriggs,2021,27,1,"$990,000",990000
166,Javon Patterson,2021,23,2,"$1,475,000",737500
166,Javon Patterson,2022,24,2,"$1,475,000",737500
167,Jaylon Moore,2021,23,4,"$3,803,032",950758
167,Jaylon Moore,2022,24,4,"$3,803,032",950758
167,Jaylon Moore,2023,25,4,"$3,803,032",950758
167,Jaylon Moore,2024,26,4,"$3,803,032",950758
168,Jerald Hawkins,2021,27,1,"$920,000",920000
169,Jeremiah Poutasi,2021,26,1,"$850,000",850000
170,Jermaine Eluemunor,2021,26,1,"$1,127,500",1127500
171,Jimmy Morrissey,2021,22,4,"$3,594,460",898615
171,Jimmy Morrissey,2022,23,4,"$3,594,460",898615
171,Jimmy Morrissey,2023,24,4,"$3,594,460",898615
171,Jimmy Morrissey,2024,25,4,"$3,594,460",898615
172,Joe Haeg,2021,28,2,"$4,600,000",2300000
172,Joe Haeg,2022,29,2,"$4,600,000",2300000
173,Joe Sculthorpe,2021,22,3,"$2,428,000",809333
173,Joe Sculthorpe,2022,23,3,"$2,428,000",809333
173,Joe Sculthorpe,2023,24,3,"$2,428,000",809333
174,Joe Thuney,2021,28,5,"$80,000,000",16000000
174,Joe Thuney,2022,29,5,"$80,000,000",16000000
174,Joe Thuney,2023,30,5,"$80,000,000",16000000
174,Joe Thuney,2024,31,5,"$80,000,000",16000000
174,Joe Thuney,2025,32,5,"$80,000,000",16000000
175,Joel Bitonio,2021,30,3,"$48,000,000",16000000
175,Joel Bitonio,2022,31,3,"$48,000,000",16000000
175,Joel Bitonio,2023,32,3,"$48,000,000",16000000
176,John Leglue,2021,24,1,"$660,000",660000
177,John Miller,2021,27,1,"$1,127,500",1127500
178,John Molchon,2021,23,1,"$660,000",660000
179,Jon Dietzen,2021,24,3,"$2,430,000",810000
179,Jon Dietzen,2022,25,3,"$2,430,000",810000
179,Jon Dietzen,2023,26,3,"$2,430,000",810000
180,Jon Feliciano,2021,29,3,"$14,400,000",4800000
180,Jon Feliciano,2022,30,3,"$14,400,000",4800000
180,Jon Feliciano,2023,31,3,"$14,400,000",4800000
181,Jon Toth,2021,27,1,"$660,000",660000
182,Jonathan Hubbard,2021,23,2,"$1,485,000",742500
182,Jonathan Hubbard,2022,24,2,"$1,485,000",742500
183,Jonotthan Harrison,2021,29,1,"$1,200,000",1200000
184,Jordan Devey,2021,33,1,"$1,000,000",1000000
185,Jordan Mailata,2021,24,4,"$64,000,000",16000000
185,Jordan Mailata,2022,25,4,"$64,000,000",16000000
185,Jordan Mailata,2023,26,4,"$64,000,000",16000000
185,Jordan Mailata,2024,27,4,"$64,000,000",16000000
186,Jordan Meredith,2021,23,3,"$2,432,500",810833
186,Jordan Meredith,2022,24,3,"$2,432,500",810833
186,Jordan Meredith,2023,25,3,"$2,432,500",810833
187,Jordan Mills,2021,30,1,"$1,075,000",1075000
188,Jordan Roos,2021,28,1,"$850,000",850000
189,Jordan Simmons,2021,26,1,"$1,200,000",1200000
190,Jordan Steckler,2021,24,1,"$780,000",780000
191,Josh Andrews,2021,29,1,"$1,127,500",1127500
192,Josh Ball,2021,23,4,"$3,979,344",994836
192,Josh Ball,2022,24,4,"$3,979,344",994836
192,Josh Ball,2023,25,4,"$3,979,344",994836
192,Josh Ball,2024,26,4,"$3,979,344",994836
193,Josh Myers,2021,22,4,"$5,580,136",1395034
193,Josh Myers,2022,23,4,"$5,580,136",1395034
193,Josh Myers,2023,24,4,"$5,580,136",1395034
193,Josh Myers,2024,25,4,"$5,580,136",1395034
194,Josh Wells,2021,30,1,"$1,127,500",1127500
195,Julie'n Davenport,2021,26,1,"$1,127,500",1127500
196,Justin Britt,2021,29,1,"$3,200,000",3200000
197,Justin McCray,2021,28,2,"$4,000,000",2000000
197,Justin McCray,2022,29,2,"$4,000,000",2000000
198,Kamaal Seymour,2021,24,1,"$660,000",660000
199,Kayode Awosika,2021,22,3,"$2,437,500",812500
199,Kayode Awosika,2022,23,3,"$2,437,500",812500
199,Kayode Awosika,2023,24,3,"$2,437,500",812500
200,Keith Ismael,2021,22,1,"$780,000",780000
201,Kelvin Beachum,2021,31,2,"$4,000,000",2000000
201,Kelvin Beachum,2022,32,2,"$4,000,000",2000000
202,Kendall Lamm,2021,28,2,"$6,800,000",3400000
202,Kendall Lamm,2022,29,2,"$6,800,000",3400000
203,Kendrick Green,2021,22,4,"$4,875,767",1218942
203,Kendrick Green,2022,23,4,"$4,875,767",1218942
203,Kendrick Green,2023,24,4,"$4,875,767",1218942
203,Kendrick Green,2024,25,4,"$4,875,767",1218942
204,Kenny Wiggins,2021,32,1,"$1,078,500",1078500
205,Kevin Zeitler,2021,31,3,"$22,500,000",7500000
205,Kevin Zeitler,2022,32,3,"$22,500,000",7500000
205,Kevin Zeitler,2023,33,3,"$22,500,000",7500000
206,Kion Smith,2021,22,3,"$2,435,000",811667
206,Kion Smith,2022,23,3,"$2,435,000",811667
206,Kion Smith,2023,24,3,"$2,435,000",811667
207,Koda Martin,2021,25,1,"$780,000",780000
208,Kolton Miller,2021,25,3,"$54,000,000",18000000
208,Kolton Miller,2022,26,3,"$54,000,000",18000000
208,Kolton Miller,2023,27,3,"$54,000,000",18000000
209,Korey Cunningham,2021,25,1,"$920,000",920000
210,Kyle Fuller,2021,26,1,"$920,000",920000
211,Kyle Long,2021,32,1,"$1,500,000",1500000
212,Kyle Spalding,2021,22,3,"$2,432,500",810833
212,Kyle Spalding,2022,23,3,"$2,432,500",810833
212,Kyle Spalding,2023,24,3,"$2,432,500",810833
213,Landon Dickerson,2021,22,4,"$8,656,675",2164169
213,Landon Dickerson,2022,23,4,"$8,656,675",2164169
213,Landon Dickerson,2023,24,4,"$8,656,675",2164169
213,Landon Dickerson,2024,25,4,"$8,656,675",2164169
214,Landon Young,2021,23,4,"$3,649,780",912445
214,Landon Young,2022,24,4,"$3,649,780",912445
214,Landon Young,2023,25,4,"$3,649,780",912445
214,Landon Young,2024,26,4,"$3,649,780",912445
215,Lane Taylor,2021,31,1,"$1,212,500",1212500
216,Larnel Coleman,2021,22,4,"$3,592,136",898034
216,Larnel Coleman,2022,23,4,"$3,592,136",898034
216,Larnel Coleman,2023,24,4,"$3,592,136",898034
216,Larnel Coleman,2024,25,4,"$3,592,136",898034
217,Larry Borom,2021,22,4,"$3,813,080",953270
217,Larry Borom,2022,23,4,"$3,813,080",953270
217,Larry Borom,2023,24,4,"$3,813,080",953270
217,Larry Borom,2024,25,4,"$3,813,080",953270
218,Le'Raven Clark,2021,28,1,"$1,065,000",1065000
219,Lester Cotton,2021,24,1,"$780,000",780000
220,Liam Eichenberg,2021,23,4,"$8,014,479",2003620
220,Liam Eichenberg,2022,24,4,"$8,014,479",2003620
220,Liam Eichenberg,2023,25,4,"$8,014,479",2003620
220,Liam Eichenberg,2024,26,4,"$8,014,479",2003620
221,Lukayus McNeil,2021,26,1,"$660,000",660000
222,Malcolm Pridgeon,2021,26,1,"$780,000",780000
223,Marcus Henry,2021,27,2,"$1,485,000",742500
223,Marcus Henry,2022,28,2,"$1,485,000",742500
224,Marcus Martin,2021,27,1,"$1,180,000",1180000
225,Marquel Harrell,2021,23,1,"$660,000",660000
226,Martez Ivey,2021,25,1,"$660,000",660000
227,Matt Farniok,2021,23,4,"$3,582,700",895675
227,Matt Farniok,2022,24,4,"$3,582,700",895675
227,Matt Farniok,2023,25,4,"$3,582,700",895675
227,Matt Farniok,2024,26,4,"$3,582,700",895675
228,Matt Feiler,2021,28,3,"$21,000,000",7000000
228,Matt Feiler,2022,29,3,"$21,000,000",7000000
228,Matt Feiler,2023,30,3,"$21,000,000",7000000
229,Matt Gono,2021,24,1,"$3,384,000",3384000
230,Matt Nelson,2021,25,1,"$780,000",780000
231,Matt Skura,2021,28,1,"$1,750,000",1750000
232,Max Garcia,2021,29,1,"$1,127,500",1127500
233,Max Pircher,2021,21,3,"$2,425,000",808333
233,Max Pircher,2022,22,3,"$2,425,000",808333
233,Max Pircher,2023,23,3,"$2,425,000",808333
234,Michael Jordan,2021,22,1,"$850,000",850000
235,Michael Schofield III,2021,30,1,"$1,075,000",1075000
236,Michal Menet,2021,23,4,"$3,569,064",892266
236,Michal Menet,2022,24,4,"$3,569,064",892266
236,Michal Menet,2023,25,4,"$3,569,064",892266
236,Michal Menet,2024,26,4,"$3,569,064",892266
237,Mike Brown,2021,0,3,"$2,427,000",809000
237,Mike Brown,2022,1,3,"$2,427,000",809000
237,Mike Brown,2023,2,3,"$2,427,000",809000
238,Mike Horton,2021,24,1,"$660,000",660000
239,Mike Remmers,2021,31,1,"$3,300,000",3300000
240,Morgan Moses,2021,30,1,"$3,600,000",3600000
241,Najee Toran,2021,25,1,"$780,000",780000
242,Nate Gilliam,2021,23,2,"$1,485,000",742500
242,Nate Gilliam,2022,24,2,"$1,485,000",742500
243,Nick Leverett,2021,23,2,"$1,485,000",742500
243,Nick Leverett,2022,24,2,"$1,485,000",742500
244,Nick Martin,2021,27,1,"$1,250,000",1250000
245,Nolan Laufenberg,2021,22,3,"$2,435,000",811667
245,Nolan Laufenberg,2022,23,3,"$2,435,000",811667
245,Nolan Laufenberg,2023,24,3,"$2,435,000",811667
246,Oday Aboushi,2021,29,1,"$1,600,000",1600000
247,Parker Ehinger,2021,28,1,"$920,000",920000
248,Parker Ferguson,2021,21,3,"$2,425,000",808333
248,Parker Ferguson,2022,22,3,"$2,425,000",808333
248,Parker Ferguson,2023,23,3,"$2,425,000",808333
249,Pat Elflein,2021,26,3,"$13,500,000",4500000
